=== MÉTRICAS FINALES ===
Distancia recorrida (m),Distancia óptima (m),Diferencia (m),Eficiencia (%),Compensación inicial (m)
13.36,10.67,2.69,79.84,0.00

=== RUTAS POSIBLES ===
Número de Ruta,Waypoints,Distancia (m),Es Óptima
3.0394,0.0217
3.0463,0.0202
3.0547,0.0180
3.0606,0.0164
3.0673,0.0147
3.0755,0.0123
3.0824,0.0104
3.0690,0.0472
3.0752,0.0455
3.0816,0.0438
3.0902,0.0413
3.0962,0.0395
3.1028,0.0376
3.1112,0.0349
3.1179,0.0328
3.1264,0.0299
3.1323,0.0278
3.1390,0.0255
3.1473,0.0224
3.1538,0.0200
3.1619,0.0169
3.1678,0.0146
3.1743,0.0121
3.1823,0.0089
3.1881,0.0066
3.1949,0.0041
3.2028,0.0010
3.2096,-0.0015
3.2177,-0.0045
3.2236,-0.0065
3.2305,-0.0089
3.2385,-0.0116
3.2444,-0.0135
3.2513,-0.0157
3.2593,-0.0182
3.2663,-0.0203
3.2744,-0.0226
3.2804,-0.0244
3.2874,-0.0264
3.2955,-0.0285
3.3016,-0.0302
3.3088,-0.0322
3.3170,-0.0343
3.3015,0.0214
3.3103,0.0196
3.3161,0.0185
3.3222,0.0173
3.3301,0.0158
3.3362,0.0147
3.3433,0.0135
3.3491,0.0125
3.3549,0.0114
3.3625,0.0103
3.3678,0.0094
3.3738,0.0085
3.3814,0.0074
3.3874,0.0066
3.3950,0.0056
3.4002,0.0049
3.4062,0.0041
3.4132,0.0033
3.4181,0.0028
3.4232,0.0022
3.4288,0.0017
3.4333,0.0012
3.4383,0.0008
3.4420,0.0005
3.4469,0.0000
3.4530,-0.0003
3.4587,-0.0008
3.4658,-0.0010
3.4715,-0.0013
3.4783,-0.0016
3.4863,-0.0017
3.4923,-0.0019
3.4996,-0.0021
3.5079,-0.0021
3.5153,-0.0023
3.5238,-0.0023
3.5302,-0.0023
3.5377,-0.0024
3.5460,-0.0023
3.5523,-0.0022
3.5598,-0.0023
3.5370,0.0453
3.5437,0.0455
3.5530,0.0459
3.5591,0.0461
3.5661,0.0463
3.5749,0.0466
3.5817,0.0468
3.5905,0.0471
3.5967,0.0472
3.6038,0.0474
3.6125,0.0476
3.6188,0.0476
3.6259,0.0477
3.6344,0.0478
3.6416,0.0479
3.6502,0.0479
3.6564,0.0479
3.6636,0.0479
3.6721,0.0478
3.6783,0.0477
3.6855,0.0476
3.6939,0.0475
3.7012,0.0473
3.7097,0.0471
3.7161,0.0469
3.7235,0.0467
3.7319,0.0463
3.7393,0.0460
3.7477,0.0455
3.7540,0.0452
3.7614,0.0447
3.7698,0.0440
3.7761,0.0435
3.7834,0.0429
3.7917,0.0421
3.7990,0.0414
3.7857,0.0594
3.7919,0.0587
3.7986,0.0579
3.8074,0.0568
3.8138,0.0559
3.8205,0.0550
3.8292,0.0538
3.8360,0.0529
3.8446,0.0516
3.8508,0.0507
3.8578,0.0497
3.8664,0.0484
3.8735,0.0474
3.8821,0.0461
3.8884,0.0452
3.8954,0.0442
3.9040,0.0430
3.9102,0.0421
3.9173,0.0412
3.9258,0.0400
3.9331,0.0390
3.9415,0.0379
3.9478,0.0371
3.9552,0.0361
3.9636,0.0351
3.9699,0.0343
3.9772,0.0334
3.9854,0.0324
3.9926,0.0316
4.0008,0.0306
4.0071,0.0299
4.0144,0.0291
4.0225,0.0283
4.0295,0.0275
4.0371,0.0268
4.0429,0.0262
4.0054,0.0194
4.0136,0.0186
4.0192,0.0180
4.0252,0.0173
4.0330,0.0164
4.0389,0.0158
4.0465,0.0150
4.0518,0.0144
4.0578,0.0138
4.0655,0.0130
4.0712,0.0124
4.0778,0.0116
4.0859,0.0108
4.0926,0.0101
4.1006,0.0093
4.1065,0.0087
4.1132,0.0080
4.1211,0.0073
4.1269,0.0067
4.1336,0.0061
4.1417,0.0054
4.1488,0.0047
4.1571,0.0040
4.1633,0.0035
4.1706,0.0029
4.1790,0.0023
4.1862,0.0018
4.1944,0.0012
4.2004,0.0009
4.2055,0.0006
4.2090,0.0004
4.2098,0.0004
4.2099,0.0004
4.2099,0.0004
4.2099,0.0004
4.2099,0.0004
4.2098,0.0004
4.2098,0.0004
4.2098,0.0004
4.2098,0.0004
4.2098,0.0004
4.2098,0.0004
4.2098,0.0004
4.2097,0.0004
4.2097,0.0004
4.2097,0.0004
4.2097,0.0004
4.2097,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2097,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2095,0.0004
4.2095,0.0004
4.2096,0.0004
4.2096,0.0004
4.2095,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2096,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2096,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2095,0.0004
4.2096,0.0004
4.2095,0.0004
4.2095,0.0004
4.2096,0.0004
4.2096,0.0004
4.2097,0.0003
4.2099,0.0003
4.2101,0.0003
4.2102,0.0003
4.2105,0.0003
4.2107,0.0003
4.2108,0.0003
4.2109,0.0003
4.2109,0.0003
4.2108,0.0003
4.2107,0.0003
4.2106,0.0003
4.2106,0.0003
4.2107,0.0003
4.2108,0.0003
4.2107,0.0003
4.2107,0.0003
4.1381,-0.0476
4.1380,-0.0476
4.1380,-0.0476
4.1381,-0.0476
4.1381,-0.0476
4.1381,-0.0476
4.1380,-0.0476
4.1380,-0.0476
4.1381,-0.0476
4.1380,-0.0476
4.1380,-0.0476
4.1238,-0.0610
4.1238,-0.0610
4.1239,-0.0610
4.1240,-0.0609
4.1240,-0.0609
4.1240,-0.0610
4.1241,-0.0609
4.1241,-0.0609
4.1127,-0.0759
4.1127,-0.0759
4.1127,-0.0759
4.1127,-0.0759
4.1127,-0.0759
4.1127,-0.0759
4.1127,-0.0759
4.1127,-0.0759
4.1099,-0.0933
4.1099,-0.0934
4.1098,-0.0934
4.1098,-0.0934
4.1098,-0.0935
4.1098,-0.0935
4.1098,-0.0934
4.1098,-0.0935
4.1074,-0.1071
4.1074,-0.1070
4.1076,-0.1067
4.1079,-0.1062
4.1084,-0.1055
4.1089,-0.1045
4.1093,-0.1036
4.1099,-0.1025
4.1105,-0.1092
4.1110,-0.1079
4.1116,-0.1064
4.1124,-0.1040
4.1130,-0.1019
4.1138,-0.0990
4.1143,-0.0967
4.1150,-0.0939
4.1157,-0.0898
4.1183,-0.0879
4.1188,-0.0831
4.1192,-0.0792
4.1196,-0.0744
4.1197,-0.0673
4.1198,-0.0620
4.1198,-0.0560
4.1194,-0.0479
4.1111,-0.0364
4.1103,-0.0283
4.1097,-0.0227
4.1089,-0.0166
4.1076,-0.0087
4.1066,-0.0030
4.1055,0.0031
4.1036,0.0109
4.1021,0.0172
4.0999,0.0250
4.0982,0.0305
4.0774,0.0528
4.0744,0.0606
4.0721,0.0666
4.0688,0.0742
4.0664,0.0796
4.0637,0.0855
4.0600,0.0928
4.0572,0.0982
4.0542,0.1041
4.0499,0.1114
4.0465,0.1173
4.0419,0.1245
4.0217,0.1391
4.0179,0.1446
4.0126,0.1517
4.0087,0.1567
4.0044,0.1623
3.9988,0.1690
3.9945,0.1742
3.9890,0.1802
3.9855,0.1840
3.9822,0.1877
3.9784,0.1915
3.9763,0.1935
3.9745,0.1953
3.9725,0.1972
3.9709,0.1987
3.9687,0.2006
3.9561,0.2047
3.9541,0.2064
3.9513,0.2085
3.9490,0.2104
3.9459,0.2127
3.9436,0.2145
3.9410,0.2164
3.9378,0.2187
3.9356,0.2202
3.9335,0.2217
3.9310,0.2234
3.9291,0.2247
3.9271,0.2260
3.9257,0.2269
3.9242,0.2280
3.9224,0.2291
3.9211,0.2299
3.9198,0.2307
3.9191,0.2311
3.9184,0.2316
3.9175,0.2322
3.9165,0.2328
3.9150,0.2338
3.9130,0.2350
3.9111,0.2362
3.9088,0.2375
3.9069,0.2387
3.9044,0.2403
3.9014,0.2419
3.8990,0.2434
3.8959,0.2453
3.8923,0.2473
3.8889,0.2493
3.8848,0.2515
3.8816,0.2534
3.8776,0.2557
3.8730,0.2582
3.8693,0.2603
3.8645,0.2630
3.8590,0.2658
3.8537,0.2688
3.8476,0.2719
3.8429,0.2744
3.8371,0.2775
3.8307,0.2806
3.8086,0.2870
3.8013,0.2902
3.7958,0.2927
3.7896,0.2957
3.7816,0.2991
3.7757,0.3016
3.7693,0.3046
3.7612,0.3077
3.7546,0.3106
3.7466,0.3136
3.7407,0.3159
3.7340,0.3187
3.7260,0.3215
3.7201,0.3236
3.7133,0.3262
3.7053,0.3288
3.6985,0.3313
3.6905,0.3337
3.6846,0.3356
3.6776,0.3380
3.6694,0.3402
3.6624,0.3425
3.6543,0.3446
3.6483,0.3463
3.6412,0.3485
3.6331,0.3504
3.6271,0.3521
3.6198,0.3542
3.6118,0.3561
3.6046,0.3581
3.5970,0.3598
3.5915,0.3611
3.5856,0.3627
3.5796,0.3639
3.5757,0.3649
3.5718,0.3659
3.5681,0.3667
3.5651,0.3675
3.5623,0.3681
3.5605,0.3686
3.5582,0.3693
3.5559,0.3699
3.5542,0.3704
3.5528,0.3708
3.5521,0.3710
3.5517,0.3712
3.5516,0.3712
3.5517,0.3712
3.5517,0.3711
3.5517,0.3712
3.5515,0.3712
3.5513,0.3713
3.5511,0.3714
3.5502,0.3718
3.5488,0.3726
3.5470,0.3735
3.5607,0.3505
3.5571,0.3528
3.5536,0.3551
3.5484,0.3588
3.5443,0.3618
3.5395,0.3654
3.5335,0.3703
3.5286,0.3742
3.5225,0.3796
3.5181,0.3836
3.5132,0.3879
3.5075,0.3937
3.5071,0.3981
3.5026,0.4026
3.4969,0.4088
3.4927,0.4134
3.4872,0.4199
3.4833,0.4247
3.4791,0.4297
3.4741,0.4365
3.4704,0.4414
3.4663,0.4469
3.4616,0.4541
3.4576,0.4598
3.4593,0.4651
3.4560,0.4705
3.4524,0.4764
3.4482,0.4842
3.4452,0.4898
3.4418,0.4960
3.4379,0.5043
3.4347,0.5107
3.4311,0.5188
3.4286,0.5245
3.4257,0.5310
3.4226,0.5390
3.4198,0.5453
3.4169,0.5534
3.4147,0.5593
3.4122,0.5655
3.4402,0.5555
3.4387,0.5603
3.4372,0.5648
3.4355,0.5708
3.4342,0.5749
3.4327,0.5806
3.4317,0.5843
3.4305,0.5881
3.4294,0.5926
3.4287,0.5953
3.4280,0.5979
3.4274,0.6005
3.4268,0.6024
3.4262,0.6050
3.4257,0.6069
3.4251,0.6091
3.4244,0.6122
3.4237,0.6150
3.4230,0.6185
3.4224,0.6212
3.4215,0.6246
3.4207,0.6290
3.4199,0.6323
3.4190,0.6364
3.4180,0.6416
3.4170,0.6461
3.4159,0.6516
3.4151,0.6557
3.4140,0.6605
3.4129,0.6662
3.4120,0.6705
3.4108,0.6757
3.4096,0.6819
3.4083,0.6875
3.4071,0.6938
3.4061,0.6983
3.4049,0.7035
3.4037,0.7092
3.4026,0.7141
3.4014,0.7195
3.4006,0.7235
3.3995,0.7280
3.3984,0.7330
3.3976,0.7365
3.3966,0.7407
3.3956,0.7451
3.3947,0.7490
3.3937,0.7533
3.3929,0.7565
3.3920,0.7604
3.3910,0.7645
3.3902,0.7678
3.3893,0.7717
3.3883,0.7759
3.3873,0.7801
3.3862,0.7846
3.3853,0.7884
3.3841,0.7932
3.3828,0.7984
3.3816,0.8033
3.4458,0.7545
3.4451,0.7586
3.4442,0.7631
3.4431,0.7692
3.4424,0.7733
3.4416,0.7777
3.4406,0.7835
3.4398,0.7880
3.4387,0.7939
3.4380,0.7980
3.4372,0.8024
3.4363,0.8080
3.4356,0.8117
3.4349,0.8159
3.4340,0.8211
3.4333,0.8253
3.4325,0.8305
3.4319,0.8340
3.4312,0.8382
3.4304,0.8434
3.4297,0.8478
3.4289,0.8532
3.4283,0.8572
3.4275,0.8621
3.4266,0.8683
3.4259,0.8731
3.4250,0.8790
3.4239,0.8860
3.4229,0.8926
3.4218,0.9003
3.4208,0.9064
3.4197,0.9134
3.4184,0.9217
3.4173,0.9279
3.4160,0.9354
3.4146,0.9436
3.4132,0.9509
3.4117,0.9590
3.4104,0.9652
3.4090,0.9725
3.4073,0.9805
3.4058,0.9878
3.4040,0.9959
3.4026,1.0021
3.4777,0.9585
3.4761,0.9676
3.4751,0.9739
3.4740,0.9804
3.4723,0.9894
3.4711,0.9962
3.4693,1.0050
3.4680,1.0113
3.4667,1.0182
3.4648,1.0268
3.4635,1.0329
3.4621,1.0396
3.4602,1.0480
3.4587,1.0550
3.4566,1.0635
3.4551,1.0696
3.4535,1.0764
3.4514,1.0848
3.4498,1.0908
3.4481,1.0977
3.4459,1.1060
3.4441,1.1130
3.4417,1.1212
3.4401,1.1271
3.4382,1.1341
3.4358,1.1422
3.4338,1.1493
3.4313,1.1572
3.4295,1.1633
3.4274,1.1704
3.4247,1.1783
3.4228,1.1844
3.4205,1.1916
3.4178,1.1994
3.4156,1.2063
3.4129,1.2137
3.4953,1.1735
3.4937,1.1795
3.4914,1.1875
3.4899,1.1929
3.4883,1.1988
3.4861,1.2062
3.4845,1.2120
3.4824,1.2192
3.4808,1.2245
3.4792,1.2300
3.4772,1.2365
3.4760,1.2405
3.4748,1.2444
3.4742,1.2461
3.4740,1.2470
3.4738,1.2475
3.4738,1.2476
3.4738,1.2477
3.4736,1.2482
3.4733,1.2494
3.4726,1.2517
3.4718,1.2542
3.4708,1.2577
3.4694,1.2624
3.4680,1.2668
3.4664,1.2726
3.4642,1.2798
3.4623,1.2866
3.4599,1.2947
3.4582,1.3008
3.4561,1.3080
3.4538,1.3162
3.4517,1.3234
3.4494,1.3315
3.4477,1.3376
3.4458,1.3446
3.4437,1.3521
3.4423,1.3573
3.4407,1.3632
3.4390,1.3694
3.4375,1.3749
3.4359,1.3810
3.4346,1.3857
3.4331,1.3915
3.4314,1.3981
3.4300,1.4032
3.4284,1.4096
3.4266,1.4167
3.4248,1.4235
3.4230,1.4308
3.4215,1.4366
3.4197,1.4437
3.5027,1.3983
3.5017,1.4039
3.5005,1.4106
3.4998,1.4145
3.4992,1.4182
3.4984,1.4227
3.4980,1.4252
3.4977,1.4272
3.4975,1.4288
3.4974,1.4296
3.4973,1.4302
3.4973,1.4304
3.4973,1.4305
3.4972,1.4308
3.4972,1.4312
3.4972,1.4319
3.4971,1.4331
3.4971,1.4346
3.4971,1.4365
3.4971,1.4381
3.5630,1.4443
3.5634,1.4472
3.5638,1.4497
3.5645,1.4535
3.5651,1.4567
3.5660,1.4610
3.5676,1.4677
3.5690,1.4730
3.5706,1.4789
3.5731,1.4868
3.5752,1.4933
3.5781,1.5012
3.6207,1.5035
3.6233,1.5096
3.6270,1.5179
3.6296,1.5237
3.6325,1.5298
3.6366,1.5377
3.6397,1.5438
3.6441,1.5515
3.6472,1.5569
3.6505,1.5627
3.6551,1.5699
3.6586,1.5755
3.7044,1.5746
3.7075,1.5787
3.7105,1.5826
3.7143,1.5872
3.7168,1.5901
3.7194,1.5931
3.7230,1.5970
3.7255,1.5997
3.7290,1.6031
3.7315,1.6054
3.7343,1.6081
3.7379,1.6112
3.7570,1.5876
3.7601,1.5899
3.7645,1.5932
3.7680,1.5958
3.7729,1.5993
3.7764,1.6017
3.7800,1.6041
3.7845,1.6070
3.7880,1.6091
3.7922,1.6116
3.7953,1.6134
3.7985,1.6152
3.8024,1.6173
3.8050,1.6187
3.8081,1.6203
3.8121,1.6221
3.8156,1.6238
3.8497,1.6080
3.8532,1.6094
3.8570,1.6109
3.8621,1.6127
3.8656,1.6139
3.8697,1.6152
3.8751,1.6169
3.8797,1.6184
3.8857,1.6200
3.8903,1.6213
3.8955,1.6227
3.9022,1.6243
3.9076,1.6256
3.9144,1.6271
3.9194,1.6282
3.9249,1.6294
3.9318,1.6307
3.9367,1.6317
3.9423,1.6328
3.9489,1.6338
3.9597,1.6101
3.9664,1.6112
3.9712,1.6119
3.9766,1.6127
3.9840,1.6137
3.9895,1.6145
3.9957,1.6153
4.0039,1.6163
4.0104,1.6171
4.0188,1.6180
4.0250,1.6187
4.0319,1.6195
4.0405,1.6203
4.0475,1.6210
4.0561,1.6218
4.0626,1.6224
4.0698,1.6230
4.0784,1.6237
4.0847,1.6243
4.0920,1.6249
4.1003,1.6255
4.1074,1.6261
4.1158,1.6267
4.1221,1.6272
4.1294,1.6278
4.1379,1.6284
4.1441,1.6288
4.1514,1.6294
4.1596,1.6300
4.1670,1.6305
4.1753,1.6311
4.1816,1.6315
4.1892,1.6321
4.1974,1.6326
4.2041,1.6331
4.2096,1.6334
4.2117,1.6335
4.2126,1.6336
4.2128,1.6336
4.2128,1.6336
4.2128,1.6336
4.2128,1.6336
4.2128,1.6336
4.2128,1.6336
4.2127,1.6336
4.2127,1.6336
4.2127,1.6336
4.2127,1.6336
4.2127,1.6336
4.2127,1.6336
4.2127,1.6336
4.2127,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2126,1.6336
4.2125,1.6336
4.2125,1.6336
4.2125,1.6336
4.2125,1.6336
4.2125,1.6336
4.2125,1.6336
4.2125,1.6336
4.2125,1.6336
4.2125,1.6336
4.2126,1.6336
4.2127,1.6336
4.2129,1.6337
4.2130,1.6337
4.2131,1.6337
4.2131,1.6337
4.2132,1.6337
4.2132,1.6337
4.2131,1.6337
4.2130,1.6337
4.2130,1.6337
4.2130,1.6337
4.2130,1.6337
4.2131,1.6337
4.2133,1.6337
4.2134,1.6337
4.2134,1.6337
4.2132,1.6337
4.2131,1.6337
4.2131,1.6337
4.2131,1.6336
4.2132,1.6337
4.2132,1.6337
4.2131,1.6336
4.2130,1.6336
4.2131,1.6336
4.2131,1.6337
4.2131,1.6336
4.2130,1.6336
4.1943,1.6066
4.1944,1.6067
4.1942,1.6066
4.1943,1.6066
4.1943,1.6066
4.1943,1.6066
4.1943,1.6066
4.1943,1.6066
4.1867,1.6105
4.1867,1.6104
4.1867,1.6104
4.1867,1.6104
4.1867,1.6104
4.1867,1.6104
4.1867,1.6104
4.1867,1.6104
4.1863,1.6145
4.1864,1.6147
4.1864,1.6147
4.1864,1.6147
4.1865,1.6148
4.1865,1.6148
4.1865,1.6148
4.1867,1.6151
4.1848,1.6163
4.1851,1.6169
4.1854,1.6175
4.1858,1.6184
4.1864,1.6199
4.1869,1.6211
4.1874,1.6225
4.1879,1.6243
4.1808,1.6276
4.1810,1.6287
4.1811,1.6289
4.1811,1.6291
4.1811,1.6292
4.1811,1.6292
4.1811,1.6291
4.1811,1.6291
4.1767,1.6258
4.1767,1.6257
4.1767,1.6257
4.1767,1.6257
4.1767,1.6256
4.1768,1.6257
4.1767,1.6260
4.1767,1.6264
4.1783,1.6348
4.1782,1.6357
4.1780,1.6364
4.1779,1.6373
4.1775,1.6388
4.1772,1.6400
4.1765,1.6421
4.1759,1.6439
4.1725,1.6443
4.1712,1.6474
4.1703,1.6498
4.1690,1.6528
4.1669,1.6571
4.1651,1.6607
4.1621,1.6659
4.1599,1.6698
4.1629,1.6730
4.1587,1.6793
4.1556,1.6838
4.1508,1.6902
4.1475,1.6946
4.1438,1.6993
4.1385,1.7055
4.1348,1.7097
4.1307,1.7143
4.1249,1.7202
4.1206,1.7247
4.1146,1.7302
4.1264,1.7293
4.1217,1.7334
4.1151,1.7389
4.1103,1.7428
4.1034,1.7481
4.0985,1.7517
4.0932,1.7555
4.0860,1.7605
4.0808,1.7639
4.0751,1.7676
4.0675,1.7722
4.0615,1.7758
4.0602,1.7797
4.0547,1.7826
4.0486,1.7857
4.0402,1.7899
4.0339,1.7929
4.0259,1.7965
4.0202,1.7991
4.0141,1.8017
4.0060,1.8051
4.0002,1.8075
3.9938,1.8101
3.9856,1.8133
3.9792,1.8158
3.9711,1.8188
3.9653,1.8209
3.9587,1.8233
3.9506,1.8261
3.9439,1.8284
3.9357,1.8311
3.9295,1.8331
3.9227,1.8353
3.9144,1.8379
3.9084,1.8398
3.9014,1.8419
3.8934,1.8445
3.8864,1.8467
3.8783,1.8492
3.8723,1.8510
3.8893,1.8371
3.8805,1.8397
3.8740,1.8415
3.8654,1.8440
3.8592,1.8457
3.8528,1.8474
3.8441,1.8498
3.8374,1.8516
3.8289,1.8539
3.8228,1.8555
3.8162,1.8572
3.8079,1.8594
3.8018,1.8609
3.7950,1.8627
3.7866,1.8648
3.7797,1.8664
3.7715,1.8685
3.7654,1.8699
3.7586,1.8715
3.7502,1.8735
3.7432,1.8751
3.7351,1.8770
3.7292,1.8783
3.7229,1.8797
3.7158,1.8812
3.7109,1.8822
3.7056,1.8833
3.6998,1.8843
3.6950,1.8852
3.6895,1.8862
3.6855,1.8868
3.6809,1.8876
3.6756,1.8884
3.6708,1.8891
3.6653,1.8898
3.6612,1.8903
3.6562,1.8910
3.6505,1.8916
3.6462,1.8921
3.6408,1.8927
3.6506,1.8944
3.6457,1.8947
3.6391,1.8953
3.6344,1.8957
3.6294,1.8960
3.6226,1.8964
3.6172,1.8967
3.6099,1.8971
3.6044,1.8973
3.5982,1.8975
3.5899,1.8978
3.5838,1.8980
3.5769,1.8981
3.5683,1.8982
3.5613,1.8983
3.5527,1.8983
3.5464,1.8983
3.5392,1.8982
3.5306,1.8981
3.5233,1.8979
3.5148,1.8977
3.5085,1.8975
3.5012,1.8973
3.4928,1.8969
3.4864,1.8967
3.4791,1.8964
3.4707,1.8959
3.4633,1.8956
3.4549,1.8951
3.4486,1.8948
3.4412,1.8944
3.4330,1.8938
3.4256,1.8934
3.4173,1.8928
3.4111,1.8924
3.4035,1.8919
3.3952,1.8912
3.3889,1.8907
3.3815,1.8902
3.3735,1.8894
3.3661,1.8889
3.3692,1.8836
3.3629,1.8829
3.3562,1.8821
3.3474,1.8811
3.3407,1.8803
3.3320,1.8793
3.3258,1.8786
3.3190,1.8778
3.3103,1.8769
3.3033,1.8761
3.2945,1.8752
3.2882,1.8745
3.2812,1.8738
3.2730,1.8730
3.2671,1.8724
3.2605,1.8718
3.2527,1.8711
3.2460,1.8704
3.2381,1.8698
3.2323,1.8693
3.2255,1.8686
3.2178,1.8680
3.2109,1.8673
3.2031,1.8667
3.1972,1.8662
3.1905,1.8655
3.1828,1.8649
3.1772,1.8643
3.1708,1.8637
3.1635,1.8630
3.1571,1.8623
3.1499,1.8615
3.1445,1.8609
3.1382,1.8602
3.1311,1.8593
3.1249,1.8586
3.1181,1.8577
3.1130,1.8570
3.1067,1.8562
3.1000,1.8553
3.0983,1.8395
3.0925,1.8386
3.0847,1.8374
3.0787,1.8363
3.0707,1.8350
3.0648,1.8340
3.0582,1.8328
3.0496,1.8314
3.0427,1.8301
3.0341,1.8285
3.0279,1.8273
3.0209,1.8260
3.0124,1.8244
3.0063,1.8232
2.9991,1.8218
2.9908,1.8201
2.9837,1.8187
2.9754,1.8171
2.9693,1.8158
2.9621,1.8144
2.9538,1.8127
